IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
167.160.188.156,167.160.188.156,443,54.78,CA,YYZ,58.02,92.08
155.248.216.138,104.28.208.119,443,40.1,CA,YYZ,74.06,78.57
45.133.16.41,45.133.16.41,443,39.01,CA,YYZ,61.14,70.17
40.233.77.216,2603:c021:5:8c88::825,443,30.14,CA,YYZ,79.15,77.42
167.160.190.137,167.160.190.137,443,27.76,CA,YYZ,63.72,72.51
68.233.122.42,68.233.122.42,443,26.39,CA,YUL,71.18,93.0
40.233.68.138,40.233.68.138,443,21.72,CA,YYZ,69.59,74.16
140.238.144.211,2603:c021:4:9a88::1022,443,21.21,CA,YYZ,65.34,73.12
40.233.103.212,2603:c021:5:8c88::1008,443,20.18,CA,YYZ,68.56,75.9
72.11.145.117,72.11.145.117,443,20.12,CA,YYZ,61.42,124.26
40.233.110.251,2603:c021:4:9a88::1018,443,17.9,CA,YYZ,71.72,78.09
159.203.2.180,159.203.2.180,443,11.85,CA,YYZ,71.56,80.24
40.233.116.225,40.233.116.225,443,11.34,CA,YYZ,69.91,75.48
179.255.184.6,179.255.184.6,443,10.25,CA,YYZ,61.9,66.16
40.233.87.120,2603:c021:4:9a88::1016,443,9.45,CA,YYZ,73.35,92.42
72.11.146.199,72.11.146.199,443,8.42,CA,YYZ,62.24,98.15
172.98.207.58,172.98.207.6,443,8.33,CA,YYZ,86.41,90.99
40.233.71.238,2603:c021:5:8c88::1006,443,7.81,CA,YYZ,69.3,85.89
40.233.99.248,2603:c021:4:9a88::1020,443,7.64,CA,YYZ,73.46,79.27
107.189.30.77,107.189.30.77,443,3.4,CH,ZRH,151.8,203.32
84.234.17.132,84.234.17.132,8443,3.39,CH,ZRH,160.89,163.06
38.180.85.203,38.180.85.203,443,3.22,CH,MXP,148.39,182.42
83.228.193.177,83.228.193.177,8443,3.2,CH,ZRH,149.07,162.46
82.38.135.128,82.38.135.128,443,3.15,CH,ZRH,180.53,187.16
84.234.16.169,84.234.16.169,443,3.13,CH,ZRH,158.65,171.35
45.59.123.140,45.59.123.140,443,3.09,CH,ZRH,153.34,189.62
83.228.193.229,83.228.193.229,443,3.09,CH,ZRH,155.57,166.06
140.238.208.210,140.238.208.210,443,3.07,CH,ZRH,146.92,157.8
83.228.193.162,83.228.193.162,8443,3.07,CH,ZRH,151.22,194.52
140.238.209.8,140.238.209.8,443,3.05,CH,ZRH,148.5,151.15
83.228.198.53,83.228.198.53,8443,3.03,CH,ZRH,148.37,163.22
146.70.71.157,146.70.71.157,443,2.93,CH,FRA,192.32,212.69
38.180.84.40,38.180.84.40,443,2.91,CH,MXP,156.51,195.96
176.10.125.114,176.10.125.114,443,2.88,CH,ZRH,145.57,153.38
84.234.17.132,84.234.17.132,443,2.86,CH,ZRH,154.13,168.93
83.228.193.162,83.228.193.162,443,2.76,CH,ZRH,161.49,208.13
83.228.193.177,83.228.193.177,443,2.69,CH,ZRH,156.8,175.39
152.67.85.239,152.67.85.239,443,2.65,CH,ZRH,153.13,161.6
83.228.198.53,83.228.198.53,443,2.62,CH,ZRH,148.89,165.1
140.238.170.32,140.238.170.32,443,2.47,CH,ZRH,153.58,156.91
82.22.36.103,82.22.36.103,443,2.45,CH,ZRH,155.34,174.53
83.228.193.188,83.228.193.188,443,2.44,CH,ZRH,148.79,157.95
83.228.193.188,83.228.193.188,8443,2.41,CH,ZRH,146.16,155.81
82.38.139.231,82.38.139.231,443,2.41,CH,ZRH,158.2,180.31
83.228.193.229,83.228.193.229,8443,2.26,CH,ZRH,158.83,178.03
91.245.225.17,91.245.225.17,443,2.22,CH,ZRH,148.03,159.82
185.218.204.205,185.218.204.205,443,2.22,CH,ZRH,159.46,160.59
185.237.225.95,185.237.225.95,443,1.99,CH,GVA,159.36,170.66
84.234.16.169,84.234.16.169,8443,1.99,CH,ZRH,158.01,172.75
82.38.64.162,82.38.64.162,443,1.98,CH,ZRH,165.51,188.87
194.156.102.142,194.156.102.142,443,1.76,CH,ZRH,243.3,244.17
193.228.128.110,193.228.128.110,443,1.16,CH,ZRH,242.57,252.03
45.143.200.211,45.143.200.211,443,1.09,CH,ZRH,243.35,294.02
45.143.200.102,45.143.200.102,443,1.09,CH,ZRH,276.13,344.47
13.140.28.207,13.140.28.207,8443,4.09,DE,FRA,139.87,156.25
46.101.107.201,46.101.107.201,443,3.97,DE,FRA,151.82,309.52
82.21.114.121,82.21.114.121,443,3.93,DE,FRA,147.4,159.67
94.249.207.12,94.249.207.12,443,3.9,DE,FRA,144.96,153.31
37.221.196.43,37.221.196.43,443,3.89,DE,FRA,202.66,185.75
13.140.28.207,13.140.28.207,443,3.86,DE,FRA,141.42,153.76
194.59.9.41,194.59.9.41,443,3.85,DE,FRA,144.31,146.7
152.53.117.32,152.53.117.32,443,3.78,DE,FRA,144.98,165.16
194.59.9.16,194.59.9.16,443,3.75,DE,FRA,141.63,148.02
83.219.249.108,83.219.249.108,2087,3.75,DE,FRA,148.55,156.95
159.89.10.241,159.89.10.241,443,3.69,DE,FRA,141.76,147.94
185.233.80.187,185.233.80.187,443,3.67,DE,FRA,187.79,259.31
88.214.26.247,88.214.26.247,443,3.67,DE,FRA,143.03,147.56
213.176.78.59,213.176.78.59,443,3.66,DE,FRA,164.13,171.2
77.239.98.122,77.239.98.122,443,3.66,DE,FRA,151.35,157.93
135.125.191.9,135.125.191.9,443,3.65,DE,FRA,145.03,150.69
194.59.9.35,194.59.9.35,443,3.65,DE,FRA,144.73,154.65
194.59.9.23,194.59.9.23,443,3.64,DE,FRA,147.09,153.39
194.59.9.21,194.59.9.21,443,3.63,DE,FRA,188.52,170.11
185.242.113.117,185.242.113.117,443,3.62,DE,FRA,148.53,159.68
192.248.183.18,192.248.183.18,443,3.58,DE,FRA,145.29,148.93
84.75.76.126,84.75.76.126,443,3.58,DE,FRA,154.88,187.24
194.59.9.8,194.59.9.8,443,3.58,DE,FRA,146.99,151.2
144.31.72.69,144.31.72.69,443,3.57,DE,FRA,151.55,160.04
49.13.64.206,49.13.64.206,443,3.56,DE,FRA,165.31,159.13
185.125.102.120,185.125.102.120,443,3.55,DE,FRA,160.06,163.57
194.59.9.18,194.59.9.18,443,3.54,DE,FRA,143.67,150.61
18.197.218.69,18.197.218.69,443,3.53,DE,FRA,138.79,142.33
5.75.195.30,5.75.195.30,443,3.53,DE,CDG,151.58,278.85
108.165.236.247,108.165.236.247,443,3.53,DE,FRA,150.12,172.55
94.159.99.172,94.159.99.172,443,3.5,DE,FRA,146.05,162.3
89.106.78.217,89.106.78.217,443,3.48,DE,HAM,136.87,146.18
79.137.207.149,79.137.207.149,443,3.46,DE,FRA,179.47,213.71
194.59.9.4,194.59.9.4,443,3.46,DE,FRA,148.09,149.22
77.91.66.21,77.91.66.21,443,3.45,DE,FRA,156.52,161.47
95.85.230.15,95.85.230.15,443,3.41,DE,FRA,165.7,169.55
77.239.99.29,77.239.99.29,443,3.38,DE,FRA,151.62,158.46
31.76.28.209,31.76.28.209,443,3.34,DE,FRA,155.36,167.6
162.19.247.245,162.19.247.245,443,3.33,DE,FRA,153.01,165.12
87.120.187.185,87.120.187.185,443,3.32,DE,FRA,219.56,266.6
46.249.100.111,46.249.100.111,2053,3.27,DE,FRA,149.25,165.13
45.135.165.245,45.135.165.245,443,3.26,DE,FRA,142.49,141.4
194.180.188.241,194.180.188.241,443,3.24,DE,FRA,140.51,142.49
45.147.228.249,45.147.228.249,443,3.23,DE,FRA,168.51,177.87
91.107.158.212,91.107.158.212,443,3.22,DE,CDG,151.47,182.01
82.21.114.126,82.21.114.126,443,3.22,DE,FRA,145.69,186.93
152.53.142.246,152.53.142.246,443,3.21,DE,FRA,147.63,160.1
5.231.45.40,5.231.45.40,8443,3.19,DE,FRA,148.8,158.87
5.180.82.38,5.180.82.38,443,3.19,DE,FRA,191.36,174.39
94.159.98.113,94.159.98.113,443,3.18,DE,FRA,143.3,149.52
64.188.118.137,64.188.118.137,443,3.17,DE,FRA,150.42,200.58
194.59.9.27,194.59.9.27,443,3.17,DE,FRA,147.27,154.13
83.219.249.108,83.219.249.108,8443,3.16,DE,FRA,151.28,158.46
87.120.92.172,87.120.92.172,443,3.15,DE,FRA,165.54,164.66
116.203.58.165,116.203.58.165,443,3.14,DE,CDG,156.23,191.23
91.107.155.13,91.107.155.13,443,3.13,DE,CDG,153.67,182.12
185.246.222.239,185.246.222.239,443,3.11,DE,FRA,161.04,201.34
194.180.188.219,194.180.188.219,443,3.09,DE,FRA,143.31,173.27
95.181.174.88,95.181.174.88,443,3.08,DE,FRA,155.41,181.64
77.110.100.99,77.110.100.99,443,3.07,DE,FRA,149.47,158.62
213.165.55.207,213.165.55.207,443,3.07,DE,FRA,153.73,155.9
95.81.94.84,95.81.94.84,443,3.06,DE,FRA,146.53,165.18
88.214.26.248,88.214.26.248,443,3.05,DE,FRA,144.36,149.04
116.203.42.81,116.203.42.81,443,3.05,DE,CDG,155.04,183.81
185.209.82.152,185.209.82.152,443,3.04,DE,FRA,141.15,154.53
109.122.197.198,109.122.197.198,443,3.03,DE,FRA,152.1,166.22
104.143.217.41,95.177.109.98,443,3.03,DE,FRA,140.55,146.18
46.249.100.111,46.249.100.111,443,3.03,DE,FRA,145.34,168.6
146.19.207.133,146.19.207.133,443,3.01,DE,FRA,179.07,161.49
152.53.144.202,152.53.144.202,8443,3.0,DE,FRA,153.82,232.99
37.221.196.43,37.221.196.43,8443,3.0,DE,FRA,178.73,180.29
91.217.149.34,91.217.149.34,443,2.99,DE,FRA,147.16,157.75
92.118.8.206,92.118.8.206,443,2.99,DE,FRA,153.44,179.35
31.192.237.42,31.192.237.42,443,2.98,DE,FRA,148.57,172.12
157.230.112.20,157.230.112.20,443,2.98,DE,FRA,144.91,154.98
91.107.247.152,91.107.247.152,443,2.98,DE,CDG,153.35,189.55
152.53.15.143,152.53.15.143,8443,2.95,DE,FRA,147.24,160.1
109.71.252.4,109.71.252.4,443,2.94,DE,FRA,138.96,143.45
195.133.94.19,195.133.94.19,443,2.94,DE,FRA,143.29,152.21
91.108.243.115,91.108.243.115,443,2.92,DE,FRA,155.76,189.74
151.247.208.99,151.247.208.99,443,2.92,DE,FRA,137.61,147.04
194.87.71.141,194.87.71.141,443,2.92,DE,FRA,144.92,164.55
5.231.45.40,5.231.45.40,443,2.91,DE,FRA,152.94,162.38
37.1.195.124,37.1.195.124,443,2.91,DE,FRA,143.85,156.71
152.53.117.32,152.53.117.32,8443,2.89,DE,FRA,150.92,182.02
188.245.102.244,188.245.102.244,443,2.86,DE,CDG,149.28,195.58
152.53.224.139,152.53.224.139,8443,2.85,DE,FRA,142.72,158.56
88.198.82.156,178.63.88.12,443,2.85,DE,FRA,146.5,170.28
49.51.169.107,49.51.169.107,443,2.81,DE,FRA,146.13,153.2
78.17.102.222,78.17.102.222,443,2.8,DE,FRA,154.63,188.64
46.225.149.10,46.225.149.10,443,2.8,DE,FRA,154.9,172.02
64.188.118.5,64.188.118.5,443,2.8,DE,FRA,158.67,174.8
172.86.95.236,172.86.95.236,443,2.8,DE,FRA,152.36,161.3
213.176.77.101,213.176.77.101,443,2.8,DE,FRA,162.63,165.23
188.68.53.11,188.68.53.11,8443,2.79,DE,FRA,166.3,171.64
152.53.247.161,152.53.247.161,443,2.78,DE,FRA,156.19,161.52
152.53.142.246,152.53.142.246,8443,2.75,DE,FRA,143.92,157.73
91.107.254.128,91.107.254.128,443,2.75,DE,CDG,153.47,229.7
94.16.113.129,94.16.113.129,443,2.75,DE,HAM,151.96,188.69
152.53.247.161,152.53.247.161,8443,2.74,DE,FRA,150.44,151.47
152.53.14.185,152.53.14.185,443,2.73,DE,FRA,149.52,161.72
85.192.28.96,85.192.28.96,443,2.73,DE,FRA,157.26,163.12
130.61.187.66,130.61.187.66,443,2.73,DE,FRA,141.99,151.07
152.53.224.139,152.53.224.139,443,2.72,DE,FRA,147.51,165.11
45.43.88.232,45.43.88.232,443,2.71,DE,FRA,146.56,146.2
5.180.82.18,5.180.82.18,443,2.7,DE,FRA,141.55,149.88
2.26.54.18,2.26.54.18,443,2.68,DE,DUS,153.18,180.79
152.53.87.153,152.53.87.153,8443,2.68,DE,FRA,157.37,169.38
64.188.118.69,64.188.118.69,443,2.68,DE,FRA,156.21,176.36
93.152.217.100,93.152.217.100,443,2.68,DE,FRA,174.18,206.52
185.248.143.139,185.248.143.139,443,2.67,DE,FRA,152.72,166.7
31.169.127.70,31.169.127.70,443,2.67,DE,FRA,147.61,153.05
152.53.12.245,152.53.12.245,443,2.66,DE,FRA,152.88,178.81
2.27.35.152,2.27.35.152,443,2.66,DE,FRA,156.14,177.98
89.58.13.3,89.58.13.3,8443,2.66,DE,FRA,167.95,183.65
194.59.9.26,194.59.9.26,443,2.65,DE,FRA,147.67,153.35
151.247.209.11,151.247.209.11,443,2.65,DE,FRA,142.13,152.4
31.76.96.60,31.76.96.60,443,2.64,DE,FRA,160.25,174.07
46.232.250.99,46.232.250.99,443,2.64,DE,FRA,140.35,158.08
62.60.216.169,62.60.216.169,443,2.63,DE,FRA,177.04,251.68
188.245.161.141,2a01:4f8:c17:1e71::1,443,2.62,DE,FRA,150.91,164.54
152.53.144.202,152.53.144.202,443,2.6,DE,FRA,159.9,181.79
159.69.240.142,159.69.240.142,2083,2.59,DE,FRA,176.75,187.71
85.121.124.8,85.121.124.8,443,2.58,DE,FRA,144.88,160.65
91.107.250.153,91.107.250.153,8443,2.58,DE,CDG,169.38,195.02
152.53.15.143,152.53.15.143,443,2.58,DE,FRA,147.21,158.08
91.107.158.77,91.107.158.77,443,2.57,DE,CDG,154.74,184.11
31.169.127.70,31.169.127.70,8443,2.57,DE,FRA,144.83,160.92
185.66.165.51,185.66.165.4,443,2.56,DE,LHR,151.9,194.23
135.125.191.9,135.125.191.9,8443,2.56,DE,FRA,151.89,158.12
159.195.22.104,159.195.22.104,443,2.54,DE,FRA,149.21,157.42
194.180.188.184,194.180.188.184,443,2.54,DE,FRA,139.39,149.79
95.181.161.11,95.181.161.11,443,2.53,DE,FRA,152.02,168.66
193.247.77.107,193.247.77.107,443,2.52,DE,FRA,142.04,156.92
31.76.15.249,31.76.15.249,443,2.52,DE,FRA,157.94,182.57
85.234.100.221,85.234.100.221,443,2.52,DE,FRA,151.49,158.82
79.132.138.87,2a02:6b40:2000:149a::1,443,2.52,DE,FRA,148.49,152.38
194.59.9.32,194.59.9.32,443,2.51,DE,FRA,146.3,158.99
92.42.96.240,92.42.96.240,443,2.51,DE,FRA,148.84,154.69
64.188.83.219,64.188.83.219,443,2.49,DE,FRA,165.24,161.58
185.103.253.187,185.103.253.187,443,2.49,DE,FRA,149.08,154.45
45.43.88.219,45.43.88.219,443,2.48,DE,FRA,151.17,157.19
89.58.13.3,89.58.13.3,443,2.48,DE,FRA,170.52,174.21
167.235.199.100,167.235.199.100,443,2.48,DE,FRA,158.84,168.07
91.199.118.151,91.199.118.151,443,2.46,DE,PRG,148.91,166.73
85.121.53.39,85.121.53.39,443,2.45,DE,FRA,150.36,150.39
5.230.57.136,5.230.57.136,443,2.45,DE,FRA,149.1,150.53
152.53.87.153,152.53.87.153,443,2.44,DE,FRA,154.59,155.18
150.241.96.158,150.241.96.158,443,2.41,DE,FRA,156.19,179.34
152.53.14.185,152.53.14.185,8443,2.41,DE,FRA,143.32,155.82
46.232.250.99,46.232.250.99,8443,2.41,DE,FRA,145.79,155.39
57.129.47.52,57.129.47.52,8443,2.4,DE,FRA,150.47,163.23
185.68.184.112,185.68.184.112,443,2.38,DE,FRA,148.73,152.08
91.107.250.153,91.107.250.153,443,2.38,DE,CDG,157.31,195.27
91.107.171.251,2a01:4f8:1c17:c311::1,443,2.38,DE,FRA,148.45,177.02
43.131.1.244,43.131.1.244,443,2.37,DE,FRA,157.04,160.58
217.154.237.115,217.154.237.115,443,2.33,DE,TXL,155.4,153.28
185.233.80.66,185.233.80.66,443,2.33,DE,FRA,143.6,148.83
91.107.155.13,91.107.155.13,8443,2.33,DE,CDG,152.97,182.72
83.219.249.108,83.219.249.108,443,2.32,DE,FRA,149.92,158.99
5.39.255.78,5.39.255.78,443,2.3,DE,FRA,146.07,175.82
91.199.118.151,91.199.118.151,2053,2.29,DE,PRG,148.9,174.23
94.16.113.129,94.16.113.129,8443,2.27,DE,FRA,156.49,167.74
195.245.239.135,195.245.239.135,2053,2.27,DE,FRA,144.85,153.99
195.245.239.135,195.245.239.135,443,2.26,DE,FRA,150.47,153.86
159.195.22.104,159.195.22.104,8443,2.25,DE,FRA,146.29,159.44
37.120.191.200,37.120.191.200,8443,2.25,DE,HAM,166.11,201.36
185.189.58.206,185.189.58.206,443,2.25,DE,FRA,162.23,165.74
164.92.253.242,164.92.253.242,443,2.23,DE,FRA,153.46,161.71
152.53.12.245,152.53.12.245,8443,2.21,DE,FRA,154.59,174.92
91.107.158.77,91.107.158.77,8443,2.21,DE,CDG,154.14,184.27
194.59.9.71,194.59.9.71,443,2.19,DE,FRA,142.02,148.83
57.129.47.52,57.129.47.52,443,2.19,DE,FRA,150.9,155.95
91.199.118.151,91.199.118.151,8443,2.15,DE,PRG,151.76,172.26
147.45.210.78,147.45.210.78,443,2.14,DE,FRA,150.36,157.98
46.229.253.73,46.229.253.73,443,2.14,DE,FRA,159.21,157.07
194.59.9.58,194.59.9.58,443,2.13,DE,FRA,149.09,152.55
152.53.224.23,152.53.224.23,443,2.12,DE,FRA,143.42,160.63
5.187.7.220,5.187.7.220,443,2.12,DE,FRA,150.09,159.36
146.19.207.205,146.19.207.205,443,2.12,DE,FRA,158.21,173.29
46.229.253.73,46.229.253.73,8443,2.11,DE,FRA,149.89,156.67
145.223.100.111,2a02:4780:41:dc16::1,443,2.08,DE,FRA,141.35,153.73
152.53.248.176,152.53.248.176,8443,2.08,DE,FRA,158.6,164.98
88.198.82.157,178.63.88.12,443,2.08,DE,FRA,149.69,168.57
152.53.224.23,152.53.224.23,8443,2.07,DE,FRA,153.64,158.11
91.107.148.154,91.107.148.154,443,2.07,DE,CDG,149.11,177.89
37.120.191.200,37.120.191.200,443,2.05,DE,FRA,155.79,168.33
94.125.101.103,94.125.101.103,443,2.04,DE,FRA,160.72,164.77
194.87.199.13,194.87.199.13,443,2.04,DE,FRA,158.26,176.75
47.245.131.215,47.245.131.215,8443,2.01,DE,FRA,153.71,156.6
94.16.114.25,94.16.114.25,443,1.98,DE,HAM,158.9,191.79
94.156.112.117,94.156.112.117,443,1.96,DE,FRA,152.45,173.18
88.198.82.145,178.63.88.12,443,1.96,DE,FRA,153.66,179.01
89.58.15.204,89.58.15.204,8443,1.94,DE,FRA,158.48,167.48
94.16.114.25,94.16.114.25,8443,1.94,DE,HAM,153.61,188.89
72.56.106.210,72.56.106.210,443,1.92,DE,AMS,152.78,163.54
77.239.98.108,77.239.98.108,443,1.92,DE,FRA,158.17,182.98
193.26.157.139,193.26.157.139,8443,1.86,DE,FRA,141.24,153.41
152.53.178.240,152.53.178.240,8443,1.86,DE,FRA,140.29,156.69
62.60.216.204,2a01:e5c0:57f1::2,443,1.86,DE,FRA,154.07,168.02
152.53.248.176,152.53.248.176,443,1.86,DE,FRA,143.74,160.09
212.113.112.23,212.113.112.23,443,1.86,DE,FRA,179.98,236.38
83.219.249.189,83.219.249.189,443,1.86,DE,FRA,153.56,162.67
152.53.14.75,152.53.14.75,8443,1.85,DE,FRA,141.27,160.96
144.31.69.206,144.31.69.206,443,1.83,DE,FRA,157.44,188.85
91.107.148.154,91.107.148.154,8443,1.82,DE,CDG,157.95,188.76
195.234.62.86,195.234.62.86,443,1.79,DE,FRA,148.0,150.95
195.58.38.9,195.58.38.9,443,1.79,DE,FRA,153.2,177.56
94.159.106.11,94.159.106.11,443,1.76,DE,FRA,139.57,143.46
89.58.15.204,89.58.15.204,443,1.72,DE,FRA,153.9,167.68
188.68.53.11,188.68.53.11,443,1.72,DE,FRA,155.6,172.89
45.43.89.236,45.43.89.236,443,1.71,DE,FRA,146.75,153.62
47.245.131.215,47.245.131.215,443,1.7,DE,FRA,166.43,161.23
47.245.131.215,47.245.131.215,2053,1.69,DE,FRA,154.13,158.84
91.107.255.196,91.107.255.196,8443,1.68,DE,CDG,147.68,204.36
167.233.68.124,167.233.68.124,443,1.59,DE,FRA,155.58,170.74
91.107.255.196,91.107.255.196,443,1.58,DE,CDG,159.67,194.54
91.107.251.113,91.107.251.113,443,1.49,DE,CDG,154.74,189.44
88.198.82.148,178.63.88.12,443,1.49,DE,FRA,149.8,167.29
152.53.14.75,152.53.14.75,443,1.47,DE,FRA,144.77,169.1
152.53.178.240,152.53.178.240,443,1.46,DE,FRA,147.01,171.7
179.255.186.12,179.255.186.12,443,1.44,DE,FRA,231.87,233.64
130.61.48.18,130.61.48.18,443,1.39,DE,FRA,147.32,159.11
91.107.251.113,91.107.251.113,8443,1.39,DE,CDG,156.78,190.6
194.87.125.79,194.87.125.79,443,1.39,DE,FRA,145.58,157.09
154.222.86.2,67.220.82.10,443,1.31,DE,FRA,240.14,242.82
193.26.157.139,193.26.157.139,443,1.25,DE,HAM,143.91,186.07
93.95.24.173,142.248.1.70,443,1.23,DE,FRA,231.71,234.84
193.84.2.148,193.84.2.148,443,3.65,FI,ARN,212.97,212.16
37.27.24.143,37.27.24.143,443,3.65,FI,AMS,165.09,224.34
45.80.229.176,45.80.229.176,443,3.46,FI,HEL,166.38,213.42
38.244.137.183,38.244.137.183,443,3.31,FI,CPH,148.75,209.05
95.85.250.216,95.85.250.216,443,3.3,FI,HEL,169.79,170.0
91.211.114.208,91.211.114.208,443,3.29,FI,CPH,157.12,187.22
195.96.156.92,195.96.156.92,443,3.18,FI,TLL,151.58,161.63
45.144.52.100,45.144.52.100,443,3.12,FI,TLL,159.67,172.04
185.221.163.129,185.221.163.129,443,3.11,FI,HEL,156.53,191.3
213.176.65.212,213.176.65.212,443,3.07,FI,HEL,177.88,293.29
2.26.19.241,2.26.19.241,443,3.05,FI,ARN,155.16,182.26
192.145.29.34,192.145.29.34,443,3.05,FI,HEL,157.83,164.96
45.14.165.234,45.14.165.234,8443,3.04,FI,RIX,158.2,218.99
185.104.250.9,185.104.250.9,443,3.04,FI,HEL,151.94,170.57
43.245.225.176,43.245.225.176,443,3.03,FI,ARN,166.65,187.28
45.14.165.234,45.14.165.234,443,3.02,FI,ARN,151.55,168.05
93.152.207.174,93.152.207.174,443,3.02,FI,HEL,169.77,172.93
192.145.29.34,192.145.29.34,8443,3.02,FI,ARN,162.18,184.64
185.193.102.119,185.193.102.119,443,3.0,FI,ARN,160.9,187.88
185.230.190.29,185.230.190.29,443,2.99,FI,ARN,172.86,194.4
193.124.183.7,193.124.183.7,443,2.95,FI,ARN,152.25,180.35
84.19.3.83,84.19.3.83,443,2.94,FI,ARN,156.59,174.3
144.31.212.58,144.31.212.58,443,2.93,FI,TLL,158.47,166.36
2.26.158.59,2.26.158.59,443,2.92,FI,ARN,166.45,212.1
138.124.80.11,138.124.80.11,443,2.91,FI,TLL,185.7,221.45
23.236.111.4,23.236.111.4,443,2.88,FI,HEL,184.7,261.73
193.124.183.69,193.124.183.69,443,2.86,FI,OSL,155.05,182.44
23.236.111.12,23.236.111.12,443,2.84,FI,HEL,184.14,187.58
31.77.224.12,23.236.111.12,443,2.84,FI,HEL,176.2,179.14
144.31.129.7,144.31.129.7,443,2.81,FI,HEL,160.48,180.18
78.17.39.165,78.17.39.165,443,2.8,FI,ARN,158.09,203.19
95.81.112.66,95.81.112.66,8443,2.79,FI,HEL,155.98,190.99
91.217.76.192,91.217.76.192,443,2.77,FI,HEL,161.68,177.03
31.77.224.30,23.236.111.30,443,2.75,FI,HEL,177.51,176.07
89.167.77.55,89.167.77.55,443,2.73,FI,HEL,160.86,172.33
138.124.75.161,138.124.75.161,443,2.66,FI,HEL,174.68,249.91
95.143.111.212,95.143.111.212,443,2.66,FI,ARN,157.57,181.42
31.56.113.117,2a13:7c00:6:2:f816:3eff:fe96:6ee1,443,2.66,FI,RIX,156.86,163.88
132.243.223.18,132.243.223.18,443,2.66,FI,TLL,174.05,180.45
65.109.176.53,65.109.176.53,443,2.63,FI,HEL,164.1,170.17
109.120.157.29,109.120.157.29,443,2.62,FI,TLL,171.94,176.98
82.25.185.46,82.25.185.46,443,2.61,FI,HEL,170.28,174.96
2.26.23.181,2.26.23.181,443,2.61,FI,ARN,171.31,192.24
109.206.243.100,109.206.243.100,2096,2.61,FI,ARN,169.93,191.29
151.241.155.138,151.241.155.138,443,2.6,FI,ARN,169.93,189.28
45.67.202.173,45.67.202.173,443,2.59,FI,ARN,174.02,208.3
31.77.224.4,23.236.111.4,443,2.58,FI,HEL,177.96,186.67
92.42.102.109,92.42.102.109,443,2.57,FI,HEL,158.49,164.37
66.151.34.156,66.151.34.156,443,2.54,FI,HEL,160.04,166.04
93.152.207.239,93.152.207.239,443,2.54,FI,DME,157.68,211.75
45.128.235.138,45.128.235.138,443,2.53,FI,HEL,161.9,167.58
77.42.66.7,77.42.66.7,443,2.53,FI,HEL,167.25,178.82
109.206.243.100,109.206.243.100,2087,2.52,FI,ARN,175.4,197.92
89.125.210.106,89.125.210.106,443,2.51,FI,HEL,187.46,315.14
213.155.11.171,213.155.11.171,443,2.5,FI,ARN,166.56,190.43
150.241.89.233,150.241.89.233,8443,2.5,FI,ARN,169.36,181.96
109.206.243.100,109.206.243.100,443,2.5,FI,ARN,175.6,199.7
95.81.93.80,95.81.93.80,443,2.49,FI,ARN,158.06,272.79
109.206.243.100,109.206.243.100,2053,2.49,FI,ARN,170.87,193.31
81.19.139.230,81.19.139.230,443,2.47,FI,ARN,167.27,195.48
185.239.142.73,185.239.142.73,443,2.45,FI,ARN,152.89,164.23
144.31.243.19,144.31.243.19,443,2.43,FI,CPH,165.45,256.12
144.31.243.19,144.31.243.19,8443,2.4,FI,OSL,174.1,196.2
65.108.245.196,65.108.245.196,443,2.39,FI,HEL,162.42,165.79
82.40.57.83,82.40.57.83,443,2.38,FI,HEL,199.01,170.36
95.217.237.91,95.217.237.91,443,2.38,FI,HEL,161.02,171.58
65.21.159.37,65.21.159.37,443,2.37,FI,HEL,166.71,184.07
2.26.23.190,2.26.23.190,443,2.37,FI,MXP,167.4,260.5
46.62.164.80,46.62.164.80,8443,2.36,FI,AMS,210.09,280.18
109.120.132.6,109.120.132.6,443,2.33,FI,HEL,166.65,200.33
91.186.213.30,91.186.213.30,443,2.32,FI,HEL,166.87,270.5
95.216.223.177,95.216.223.177,443,2.31,FI,HEL,166.52,170.69
65.109.196.96,65.109.196.96,8443,2.31,FI,AMS,169.58,231.08
89.22.227.108,89.22.227.108,443,2.31,FI,TLL,179.78,175.68
62.60.153.148,62.60.153.148,443,2.29,FI,TLL,173.61,185.5
138.124.80.249,138.124.80.249,443,2.27,FI,TLL,158.27,177.11
43.245.225.176,43.245.225.176,8443,2.27,FI,HEL,159.87,194.32
66.151.35.81,66.151.35.81,443,2.23,FI,HEL,167.26,199.96
111.88.215.50,111.88.215.50,443,2.23,FI,HEL,169.46,166.41
45.12.146.39,45.12.146.39,443,2.22,FI,TLL,155.64,169.89
65.108.217.253,65.108.217.253,443,2.22,FI,AMS,168.61,240.09
79.110.48.71,79.110.48.71,443,2.21,FI,HEL,151.76,173.63
91.132.142.150,91.132.142.150,443,2.21,FI,HEL,166.59,193.96
213.159.68.51,213.159.68.51,443,2.21,FI,ARN,162.79,188.95
185.230.190.148,185.230.190.148,443,2.2,FI,ARN,167.34,184.75
192.145.29.16,192.145.29.16,443,2.2,FI,HEL,154.0,172.3
185.188.181.14,185.188.181.14,443,2.2,FI,CPH,156.25,215.18
95.81.112.66,95.81.112.66,443,2.19,FI,ARN,152.06,169.64
45.67.202.36,45.67.202.36,443,2.18,FI,ARN,166.11,183.01
